Product Name,Brand,Category Type,MRP (Maximum Retail Price),Discounted Price / Sale Price,Rating,Number of Reviews,Product URL
Women Bodycon Brown Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Bodycon,1249,323,4.1,25,https://www.flipkart.com/tokyo-talkies-women-bodycon-brown-above-knee-mid-thigh-length-dress/p/itme3b01896d7c5e
Women Ethnic Dress Purple Midi/Calf Length Dress,Fabfairy,Midi,999,430,4.1,41,https://www.flipkart.com/aaliya-fashion-women-ethnic-dress-purple-midi-calf-length/p/itm06204dc12ad12
Women Fit and Flare White Midi/Calf Length Dress,Aask,Midi,2499,686,3.8,73,https://www.flipkart.com/aask-women-fit-flare-white-midi-calf-length-dress/p/itm281f90d7cb2c0
Women Maxi Brown Full Length Dress,Tokyo Talkies,Maxi,3449,469,3.9,25,https://www.flipkart.com/tokyo-talkies-women-maxi-brown-full-length-dress/p/itm720b68051e65d
Women Bodycon White Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Bodycon,1549,478,4.1,104,https://www.flipkart.com/tokyo-talkies-women-bodycon-white-above-knee-mid-thigh-length-dress/p/itm06a4c622f6e31
Women Fit and Flare Maroon Midi/Calf Length Dress,Aask,Midi,2499,689,4,19,https://www.flipkart.com/aask-women-fit-flare-maroon-midi-calf-length-dress/p/itm797a45db255f5
"Women Maxi Pink, White Midi/Calf Length Dress",Rd Fab,Maxi,2499,385,4.3,20,https://www.flipkart.com/rd-fab-women-maxi-pink-white-midi-calf-length-dress/p/itmbf7236f222f95
Women Bodycon Black Below Knee Dress,Tokyo Talkies,Bodycon,1049,301,4.2,107,https://www.flipkart.com/tokyo-talkies-women-bodycon-black-below-knee-dress/p/itmc891f7e983113
Women A-line Black Midi/Calf Length Dress,Sheetal,Midi,1349,358,4.3,138,https://www.flipkart.com/sheetal-associates-women-a-line-black-midi-calf-length-dress/p/itm3f60e45e40b78
Women Fit and Flare Blue Maxi/Full Length Dress,Aayu,Maxi,2599,746,4,135,https://www.flipkart.com/aayu-women-fit-flare-blue-maxi-full-length-dress/p/itmc40ea563db9d3
Women Fit and Flare Multicolor Midi/Calf Length Dress,Kassually,Midi,2699,1087,4.1,136,https://www.flipkart.com/kassually-women-fit-flare-multicolor-midi-calf-length-dress/p/itm43030edcd34b5
Women Fit and Flare Blue Midi/Calf Length Dress,Lookshine,Midi,1999,398,3.8,3,https://www.flipkart.com/otabu-women-a-line-multicolor-midi-calf-length-dress/p/itm521a8394dec3e
Women Bodycon Black Knee Length Dress,Selvia,Bodycon,3030,729,4.1,65,https://www.flipkart.com/selvia-women-bodycon-black-knee-length-dress/p/itmb8ff016c704af
Women A-line Gold Below Knee Dress,Aayu,A-line,1299,489,4,372,https://www.flipkart.com/aayu-women-a-line-gold-below-knee-dress/p/itm1b09720b74840
Women A-line Black Above Knee/Mid Thigh Length Dress,Sassafras,A-line,1799,647,4.1,111,https://www.flipkart.com/sassafras-women-a-line-black-above-knee-mid-thigh-length-dress/p/itm00518e2240d44
"Women A-line Dark Blue, White, Orange Midi/Calf Length Dress",Sheetal,Midi,1999,407,4.1,1791,https://www.flipkart.com/sheetal-associates-women-a-line-dark-blue-white-orange-midi-calf-length-dress/p/itmbcda7fbe308cb
Women Ethnic Dress Orange Ankle Length Dress,Nehamta,Unknown,2566,709,4,13,https://www.flipkart.com/nehamta-women-ethnic-dress-orange-ankle-length/p/itm9969236a5fde6
"Women Wrap Maroon, White Midi/Calf Length Dress",Plus,Midi,2299,460,3.9,19,https://www.flipkart.com/pluss-women-wrap-maroon-white-midi-calf-length-dress/p/itm7b093f4e316fe
"Women A-line Green, White Midi/Calf Length Dress",Gonerdham,Midi,1499,332,4,19,https://www.flipkart.com/gonerdham-women-a-line-green-midi-calf-length-dress/p/itm1763622c2fd4b
Women Fit and Flare Black Knee Length Dress,Aask,Fit and Flare,1999,472,4.2,567,https://www.flipkart.com/aask-women-fit-flare-black-knee-length-dress/p/itmcbce06687c66b
Women Maxi Maroon Full Length Dress,Aayu,Maxi,2599,494,4.1,897,https://www.flipkart.com/aayu-women-maxi-maroon-full-length-dress/p/itm40dc4de11bbf6
Women Sheath Black Mini/Short Dress,Tokyo Talkies,Unknown,1599,384,0,0,https://www.flipkart.com/tokyo-talkies-women-sheath-black-mini-short-dress/p/itm37d2e31736a69
Women Bodycon Purple Knee Length Dress,Rosery Paris,Bodycon,2499,615,4,25,https://www.flipkart.com/rosery-paris-women-bodycon-purple-knee-length-dress/p/itm0e8058d5bfcd8
"Women A-line White, Pink Midi/Calf Length Dress",Sassafras,Midi,2399,863,4.2,807,https://www.flipkart.com/sassafras-women-a-line-white-pink-midi-calf-length-dress/p/itm8a60f82dcd6a9
Women Pleated Blue Midi/Calf Length Dress,Aask,Midi,2599,410,4,840,https://www.flipkart.com/aask-women-pleated-blue-midi-calf-length-dress/p/itm3bde6a151de87
Women Shirt Multicolor Midi/Calf Length Dress,Tokyo Talkies,Midi,1899,689,4,703,https://www.flipkart.com/tokyo-talkies-women-shirt-multicolor-midi-calf-length-dress/p/itmf7ht9qkhum4fe
Women Bodycon White Mini/Short Dress,Tokyo Talkies,Bodycon,4099,870,4.4,2,https://www.flipkart.com/tokyo-talkies-women-bodycon-white-mini-short-dress/p/itm1535c138a8a25
Women Ethnic Dress Maroon Below Knee Dress,Pristyle,Unknown,2999,398,3.7,62,https://www.flipkart.com/pristyle-women-ethnic-dress-maroon-below-knee/p/itma7e813b607e2f
Women Maxi Black Full Length Dress,Bhardvaj K Fab,Maxi,2499,383,3.7,1,https://www.flipkart.com/glamalue-women-fit-flare-black-maxi-full-length-dress/p/itm8955ff3fc37ea
Women Maxi Brown Below Knee Dress,Jkmisti,Maxi,3999,445,4.3,0,https://www.flipkart.com/jkmisti-women-maxi-brown-below-knee-dress/p/itm9fbc0f1ffc002
Women Fit and Flare Pink Mini/Short Dress,Tokyo Talkies,Fit and Flare,3149,999,4,0,https://www.flipkart.com/tokyo-talkies-women-fit-flare-pink-mini-short-dress/p/itm7c31090093691
Women Fit and Flare Green Maxi/Full Length Dress,Diyaz,Maxi,1299,483,4.1,85,https://www.flipkart.com/diyaz-women-fit-flare-green-maxi-full-length-dress/p/itmf0e948340ddc9
Women Fit and Flare Multicolor Midi/Calf Length Dress,Tton Mulmul,Midi,1999,419,3.9,16,https://www.flipkart.com/akshara-fashion-women-a-line-multicolor-midi-calf-length-dress/p/itm32edc76360631
Women Bodycon Brown Knee Length Dress,Selvia,Bodycon,2730,729,4.1,65,https://www.flipkart.com/selvia-women-bodycon-brown-knee-length-dress/p/itm428c1cc4a91fb
Women A-line White Knee Length Dress,Kilkilat,A-line,1999,364,4.2,31,https://www.flipkart.com/kilkilat-women-a-line-white-knee-length-dress/p/itm45841c8b640ac
Women Bodycon Black Above Knee/Mid Thigh Length Dress,Addyvero,Bodycon,1999,498,4.1,14,https://www.flipkart.com/addyvero-women-bodycon-black-above-knee-mid-thigh-length-dress/p/itmcaa4417bcda3b
Women Bodycon Black Knee Length Dress,Sassafras,Bodycon,1599,639,4.2,31,https://www.flipkart.com/sassafras-women-bodycon-black-knee-length-dress/p/itmc823fe914c611
Women Sheath Black Knee Length Dress,Athena,Unknown,1799,811,4.3,8,https://www.flipkart.com/athena-women-sheath-black-knee-length-dress/p/itm5a5113313b6cf
"Women A-line Brown, White Knee Length Dress",Enchanted Drapes,A-line,1300,680,4.2,2,https://www.flipkart.com/enchanted-drapes-women-a-line-brown-white-knee-length-dress/p/itm4542ce048cfde
"Women Gown White, Dark Blue Midi/Calf Length Dress",Mialo Fashion,Midi,1999,401,3.9,107,https://www.flipkart.com/mialo-fashion-women-gown-white-dark-blue-midi-calf-length-dress/p/itm67d65e5c44579
Women Bodycon White Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Bodycon,1749,430,4.8,0,https://www.flipkart.com/tokyo-talkies-women-bodycon-white-above-knee-mid-thigh-length-dress/p/itme9d371f714e66
Women Fit and Flare Multicolor Below Knee Dress,Schiffli,Fit and Flare,1799,621,4.2,211,https://www.flipkart.com/schiffli-women-fit-flare-multicolor-below-knee-dress/p/itm44a964e163c12
"Women Bodycon Black, Maroon Midi/Calf Length Dress",London Belly,Midi,1299,392,0,0,https://www.flipkart.com/london-belly-women-bodycon-black-maroon-midi-calf-length-dress/p/itm515e072d268f2
"Women A-line White, Blue Knee Length Dress",Tokyo Talkies,A-line,1049,394,4.2,314,https://www.flipkart.com/tokyo-talkies-women-a-line-white-blue-knee-length-dress/p/itmf3vcn8u3fgawb
Women Maxi Light Blue Full Length Dress,Sheetal,Maxi,1349,461,4.3,556,https://www.flipkart.com/sheetal-associates-women-maxi-light-blue-full-length-dress/p/itm7a82243f4104c
Women Maxi Dark Green Full Length Dress With Mask,Rudraaksha,Maxi,1999,410,3.9,9511,https://www.flipkart.com/rudraaksha-women-maxi-dark-green-full-length-dress-mask/p/itmf242a96488b65
Women Bodycon Pink Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Bodycon,1249,314,4.3,21,https://www.flipkart.com/tokyo-talkies-women-bodycon-pink-above-knee-mid-thigh-length-dress/p/itm05db2352d4bae
Women Bodycon Black Above Knee/Mid Thigh Length Dress,Tandul,Bodycon,1499,405,4.4,0,https://www.flipkart.com/tandul-women-bodycon-black-above-knee-mid-thigh-length-dress/p/itm2c840cbc9ff2b
Women A-line Blue Knee Length Dress,Janasya,A-line,3099,449,5,0,https://www.flipkart.com/janasya-women-a-line-blue-knee-length-dress/p/itm72c5aa0c23360
"Women Ribbed White, Orange Above Knee/Mid Thigh Length Dress",Tokyo Talkies,Unknown,1799,595,3.8,26,https://www.flipkart.com/tokyo-talkies-women-ribbed-white-orange-above-knee-mid-thigh-length-dress/p/itm37101330f3b83
Women Fit and Flare Multicolor Maxi/Full Length Dress,Purvaja,Maxi,2699,458,4.2,2185,https://www.flipkart.com/purvaja-women-fit-flare-multicolor-maxi-full-length-dress/p/itm992ae94398446
Women Gown Purple Maxi/Full Length Dress,Whoosee,Maxi,1999,333,4,2656,https://www.flipkart.com/whoosee-women-gown-purple-maxi-full-length-dress/p/itmb02016445e4d5
Women Fit and Flare Green Mini/Short Dress,Tokyo Talkies,Fit and Flare,1399,322,4.3,27,https://www.flipkart.com/tokyo-talkies-women-fit-flare-green-mini-short-dress/p/itm08d136ad26fb9
Women Asymmetric Multicolor Midi/Calf Length Dress,Addicted Attire,Midi,999,348,3.8,174,https://www.flipkart.com/addicted-attire-women-asymmetric-multicolor-midi-calf-length-dress/p/itm0a3fbb3de3fb1
Women Bodycon Blue Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Bodycon,1299,337,4.1,20,https://www.flipkart.com/tokyo-talkies-women-bodycon-blue-above-knee-mid-thigh-length-dress/p/itmc75ae1717cda6
Women Fit and Flare Red Below Knee Dress,Aahwan,Fit and Flare,1999,478,4.1,1001,https://www.flipkart.com/aahwan-women-fit-flare-red-below-knee-dress/p/itm29884569f6006
Women Bodycon Multicolor Knee Length Dress,Selvia,Bodycon,1997,459,3.7,1,https://www.flipkart.com/selvia-women-bodycon-multicolor-knee-length-dress/p/itm01b6f88cc84db
Women Maxi Red Full Length Dress,Vishudh,Maxi,3199,587,4.6,1,https://www.flipkart.com/vishudh-women-maxi-red-full-length-dress/p/itm3998f082a930a
Women Fit and Flare Beige Maxi/Full Length Dress,Juniper,Maxi,3299,809,3.6,11,https://www.flipkart.com/juniper-women-fit-flare-beige-maxi-full-length-dress/p/itm701f8ff4fe28c
Women Maxi Maroon Midi/Calf Length Dress,Anuom,Maxi,2199,438,3.7,6,https://www.flipkart.com/anuom-women-maxi-maroon-midi-calf-length-dress/p/itmb68d2a45f8aca
Women A-line Purple Midi/Calf Length Dress,Jn Lofty,Midi,1599,335,4,10,https://www.flipkart.com/jn-lofty-women-a-line-purple-midi-calf-length-dress/p/itm345c6fc8429bb
Women Shirt Black Above Knee/Mid Thigh Length Dress,Leriya Fashion,Unknown,2299,489,3.8,100,https://www.flipkart.com/leriya-fashion-women-shirt-black-above-knee-mid-thigh-length-dress/p/itm6d690e9d35ab4
Women Layered Black Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Unknown,2099,444,4.3,1,https://www.flipkart.com/tokyo-talkies-women-layered-black-above-knee-mid-thigh-length-dress/p/itmb21c14f39fe2b
Women Gown Black Maxi/Full Length Dress,Miss Chase,Maxi,4549,1299,4.2,65,https://www.flipkart.com/miss-chase-women-gown-black-maxi-full-length-dress/p/itmde8612a7b6fb4
Women A-line Multicolor Maxi/Full Length Dress,Sifoz,Maxi,1999,357,3.9,92,https://www.flipkart.com/sifoz-women-a-line-multicolor-maxi-full-length-dress/p/itmc01b88068e0a9
Women Gown Light Blue Maxi/Full Length Dress,Whoosee,Maxi,1999,333,4,2656,https://www.flipkart.com/whoosee-women-gown-light-blue-maxi-full-length-dress/p/itm3af8f4205cb17
"Women Fit and Flare Black, White Maxi/Full Length Dress",Fabrisacreation,Maxi,999,306,3.8,8,https://www.flipkart.com/fabrisacreation-women-fit-flare-black-white-maxi-full-length-dress/p/itm2314d8a2453a3
Women A-line Green Ankle Length Dress,Tokyo Talkies,A-line,1399,435,4.3,51,https://www.flipkart.com/tokyo-talkies-women-a-line-green-ankle-length-dress/p/itme2e7ea60995ae
Women Maxi Yellow Full Length Dress,Nayo,Maxi,2499,979,0,0,https://www.flipkart.com/nayo-women-maxi-yellow-full-length-dress/p/itmc3d064d8e7d61
Women Fit and Flare Pink Below Knee Dress,Raaka,Fit and Flare,999,339,4.2,13,https://www.flipkart.com/raaka-women-fit-flare-pink-below-knee-dress/p/itm20440d08c009b
Women Fit and Flare Gold Midi/Calf Length Dress,Pristyle,Midi,2999,423,3.8,18,https://www.flipkart.com/pristyle-women-fit-flare-gold-midi-calf-length-dress/p/itm97dc0e6bd9fae
Women A-line Pink Knee Length Dress,Woowzerz,A-line,2495,982,4.2,20,https://www.flipkart.com/woowzerz-women-a-line-pink-knee-length-dress/p/itmec9d6e668415a
Women A-line Multicolor Knee Length Dress,Selvia,A-line,2997,649,4.3,3,https://www.flipkart.com/selvia-women-a-line-multicolor-knee-length-dress/p/itm0f20e62549597
Women Bodycon Black Midi/Calf Length Dress,Selvia,Midi,1963,400,4,448,https://www.flipkart.com/selvia-women-bodycon-black-midi-calf-length-dress/p/itmcfb28ad9149b4
Women Shirt Multicolor Midi/Calf Length Dress,Aayu,Midi,2999,498,4,71,https://www.flipkart.com/aayu-women-shirt-multicolor-midi-calf-length-dress/p/itmd1204393fd286
"Women A-line Black, Grey Below Knee Dress",Selvia,A-line,3297,450,4.7,1,https://www.flipkart.com/selvia-women-a-line-black-grey-below-knee-dress/p/itm3956044a6503d
Women Maxi Black Full Length Dress,Selvia,Maxi,2563,699,4.1,158,https://www.flipkart.com/selvia-women-maxi-black-full-length-dress/p/itm5e00f108384de
Women Bodycon Black Midi/Calf Length Dress,Selvia,Midi,2163,450,4,17,https://www.flipkart.com/selvia-women-bodycon-black-midi-calf-length-dress/p/itme0b593a71b77d
Women Fit and Flare Multicolor Above Knee/Mid Thigh Length Dress,Selvia,Fit and Flare,2397,479,3.9,4,https://www.flipkart.com/selvia-women-fit-flare-multicolor-above-knee-mid-thigh-length-dress/p/itm8513de07818ed
"Women A-line Dark Blue, Pink, White Knee Length Dress",Lahaba,A-line,1199,417,3.7,18,https://www.flipkart.com/lahaba-women-a-line-dark-blue-pink-white-knee-length-dress/p/itm08db06386aaca
Women Layered Light Green Maxi/Full Length Dress,Aayu,Maxi,3599,742,4.2,111,https://www.flipkart.com/aayu-women-layered-light-green-maxi-full-length-dress/p/itma2fe47ddede3d
Women Fit and Flare Green Below Knee Dress,Maa Amar Fab,Fit and Flare,1299,317,3.9,19,https://www.flipkart.com/maa-amar-fab-women-fit-flare-green-below-knee-dress/p/itm2e88f6aae9259
Women Fit and Flare Black Below Knee Dress,Aask,Fit and Flare,2999,684,4,19,https://www.flipkart.com/aask-women-fit-flare-black-below-knee-dress/p/itm907951309e182
Women Bodycon Black Above Knee/Mid Thigh Length Dress,Tandul,Bodycon,1499,405,4,19,https://www.flipkart.com/tandul-women-bodycon-black-above-knee-mid-thigh-length-dress/p/itm5655b5ca213aa
Women Fit and Flare White Midi/Calf Length Dress,Aayu,Midi,2199,494,4.1,323,https://www.flipkart.com/aayu-women-fit-flare-white-midi-calf-length-dress/p/itm00a7188220058
Women Fit and Flare Multicolor Maxi/Full Length Dress,Sheetal,Maxi,1999,414,4.1,2821,https://www.flipkart.com/sheetal-associates-women-fit-flare-multicolor-maxi-full-length-dress/p/itm496cd0ca2ef4d
Women Two Piece Dress Purple Maxi/Full Length Dress,Selvia,Maxi,2330,597,4.2,5,https://www.flipkart.com/selvia-women-two-piece-dress-purple-maxi-full-length/p/itm6c59f88ac3140
Women Fit and Flare Black Maxi/Full Length Dress,Sheetal,Maxi,1349,415,4.2,9,https://www.flipkart.com/sheetal-associates-women-fit-flare-black-maxi-full-length-dress/p/itmb8edd99448342
Women A-line Green Maxi/Full Length Dress,Sassafras,Maxi,2498,849,4,19,https://www.flipkart.com/sassafras-women-a-line-green-maxi-full-length-dress/p/itm130d7591226bf
"Women Fit and Flare Green, White Midi/Calf Length Dress",Akshara Fashion,Midi,1999,433,4,18,https://www.flipkart.com/akshara-fashion-women-fit-flare-green-white-midi-calf-length-dress/p/itm76364556ebd0f
"Women Fit and Flare Beige, Pink, Orange Midi/Calf Length Dress",Iqraar,Midi,2599,666,4.2,126,https://www.flipkart.com/iqraar-women-fit-flare-beige-pink-orange-midi-calf-length-dress/p/itm713caca0e0ce7
Women Shirt Pink Knee Length Dress,Tokyo Talkies,Unknown,1549,381,4.1,37,https://www.flipkart.com/tokyo-talkies-women-shirt-pink-knee-length-dress/p/itmda7ac6a745b08
"Women Fit and Flare White, Red Maxi/Full Length Dress",Sirrowfab,Maxi,1699,369,3.5,2,https://www.flipkart.com/sirrowfab-women-fit-flare-white-red-maxi-full-length-dress/p/itm7cdae83849b4f
Women Fit and Flare Pink Below Knee Dress,Twirl Tales,Fit and Flare,1999,448,3.9,0,https://www.flipkart.com/fashion-unstoppable-women-fit-flare-pink-midi-calf-length-dress/p/itm8ac08e1065160
Women Bodycon Maroon Knee Length Dress,Athena,Bodycon,1999,994,4,11,https://www.flipkart.com/athena-women-bodycon-maroon-knee-length-dress/p/itm2d4af54d3815f
Women Skater Pink Knee Length Dress,Tokyo Talkies,Unknown,1299,449,3.8,11,https://www.flipkart.com/tokyo-talkies-women-skater-pink-knee-length-dress/p/itm110c39464b65b
Women A-line Black Maxi/Full Length Dress,Selvia,Maxi,2997,729,3,0,https://www.flipkart.com/selvia-women-a-line-black-maxi-full-length-dress/p/itm142644cc90963
Women A-line Black Midi/Calf Length Dress,Tokyo Talkies,Midi,1849,486,4.1,56,https://www.flipkart.com/tokyo-talkies-women-a-line-black-midi-calf-length-dress/p/itmd73279ca0641a
Women Fit and Flare Black Midi/Calf Length Dress,Metronaut,Midi,2599,626,4.1,29,https://www.flipkart.com/metronaut-women-fit-flare-black-midi-calf-length-dress/p/itm5426049578ace
Women A-line Black Maxi/Full Length Dress,Miss Chase,Maxi,3495,1249,4.2,1,https://www.flipkart.com/miss-chase-women-a-line-black-maxi-full-length-dress/p/itmea7c0415fc1f7
Women Fit and Flare Dark Blue Midi/Calf Length Dress,House of common,Midi,2499,498,3.9,2,https://www.flipkart.com/houseofcommon-women-fit-flare-dark-blue-midi-calf-length-dress/p/itm54ebf4914f8f6
Women Bodycon Light Green Knee Length Dress,Purvaja,Bodycon,1999,364,4.1,50,https://www.flipkart.com/purvaja-women-bodycon-light-green-knee-length-dress/p/itmb0c76034ee4ad
Women Bodycon Black Knee Length Dress,Tokyo Talkies,Bodycon,1099,391,4.2,32,https://www.flipkart.com/tokyo-talkies-women-bodycon-black-knee-length-dress/p/itmbb6ad70142380
Women Fit and Flare Brown Above Knee/Mid Thigh Length Dress,Selvia,Fit and Flare,2363,489,3.9,1,https://www.flipkart.com/selvia-women-fit-flare-brown-above-knee-mid-thigh-length-dress/p/itm8199f82d949af
Women Peplum Black Knee Length Dress,Selvia,Unknown,3130,439,3.2,0,https://www.flipkart.com/selvia-women-peplum-black-knee-length-dress/p/itm6205b3352a9c1
Women Two Piece Dress Pink Maxi/Full Length Dress,Selvia,Maxi,2530,376,3.9,4,https://www.flipkart.com/selvia-women-two-piece-dress-pink-maxi-full-length/p/itm10c3d46532649
Women Fit and Flare Multicolor Above Knee/Mid Thigh Length Dress,Tokyo Talkies,Fit and Flare,1399,387,4,16,https://www.flipkart.com/tokyo-talkies-women-fit-flare-multicolor-above-knee-mid-thigh-length-dress/p/itm9408460e077ee
Women A-line Black Midi/Calf Length Dress,Prettyplus,Midi,1999,709,4.5,4,https://www.flipkart.com/prettyplus-desinoor-women-a-line-black-midi-calf-length-dress/p/itmf42cd4b4ccfeb
Women Gathered Blue Midi/Calf Length Dress,Irtiqa,Midi,999,344,4.1,16,https://www.flipkart.com/irtiqa-women-gathered-blue-midi-calf-length-dress/p/itm8b56af780e947
Women Bodycon Maroon Knee Length Dress,Athena,Bodycon,2999,1189,3.9,16,https://www.flipkart.com/athena-women-bodycon-maroon-knee-length-dress/p/itm97e435eb563a9
Women Bodycon Blue Midi/Calf Length Dress,Rosery Paris,Midi,2499,373,4,446,https://www.flipkart.com/rosery-paris-women-bodycon-blue-midi-calf-length-dress/p/itm0b18feb4b478d
Women Gown Black Midi/Calf Length Dress,Asfebrics,Midi,1499,288,3.9,5,https://www.flipkart.com/asfebrics-women-gown-black-midi-calf-length-dress/p/itme7137e62f74e2
Women Fit and Flare Yellow Above Knee/Mid Thigh Length Dress With Mask,Rudraaksha,Fit and Flare,1999,333,3.9,1880,https://www.flipkart.com/rudraaksha-women-fit-flare-yellow-above-knee-mid-thigh-length-dress-mask/p/itmf0782d7f4a25f
Women Fit and Flare Blue Maxi/Full Length Dress,Gromint,Maxi,1999,498,3.8,26,https://www.flipkart.com/gromint-women-fit-flare-blue-maxi-full-length-dress/p/itmce9229236f57c
Women Gathered White Midi/Calf Length Dress,Janasya,Midi,3749,699,4.1,20,https://www.flipkart.com/janasya-women-gathered-white-midi-calf-length-dress/p/itm89a2481ccafb7
Women Bodycon Multicolor Above Knee/Mid Thigh Length Dress,Eyebogler,Bodycon,2499,382,4,112,https://www.flipkart.com/eyebogler-women-bodycon-multicolor-above-knee-mid-thigh-length-dress/p/itm1d948aa0903ff
Women Shirt Red Below Knee Dress,Fancify,Unknown,1299,392,4,422,https://www.flipkart.com/fancify-women-shirt-red-below-knee-dress/p/itmd6ff468039fb2
Women Maxi Maroon Full Length Dress,Rudraaksha,Maxi,1999,410,3.9,9511,https://www.flipkart.com/rudraaksha-women-maxi-maroon-full-length-dress/p/itm0b5039de5b4c5
Women Fit and Flare Black Knee Length Dress,Mahesvar,Fit and Flare,1499,309,0,0,https://www.flipkart.com/maheshvar-women-fit-flare-black-knee-length-dress/p/itme0d899165e3bc
Women Bodycon Black Midi/Calf Length Dress,London Belly,Midi,1299,392,4.3,16,https://www.flipkart.com/london-belly-women-bodycon-black-midi-calf-length-dress/p/itm3334f9a894f69
Women Fit and Flare Pink Midi/Calf Length Dress,Kamayra,Midi,3599,408,0,0,https://www.flipkart.com/kamayra-women-fit-flare-pink-midi-calf-length-dress/p/itm21f70ae457429
Women Shirt Green Midi/Calf Length Dress,Tokyo Talkies,Midi,2299,596,4,39,https://www.flipkart.com/tokyo-talkies-women-shirt-green-midi-calf-length-dress/p/itmc7831b1a13648
Women Fit and Flare Blue Below Knee Dress,Manojava,Fit and Flare,1899,498,4,279,https://www.flipkart.com/manojava-women-fit-flare-blue-below-knee-dress/p/itm4f3e33af2b3d1
"Women Gown Light Blue, Light Green, White Maxi/Full Length Dress",Kpf,Maxi,999,231,3.5,1,https://www.flipkart.com/suiwal-s-women-fit-flare-multicolor-below-knee-dress/p/itmfdca8e8da6052
Women A-line Pink Midi/Calf Length Dress,Harpa,Midi,2399,940,3.8,139,https://www.flipkart.com/harpa-women-a-line-pink-midi-calf-length-dress/p/itm160bfed22ba45
Women Fit and Flare Pink Midi/Calf Length Dress,Deklook,Midi,1499,339,4,6,https://www.flipkart.com/deklook-women-fit-flare-pink-midi-calf-length-dress/p/itm258d0027e74e0
Women Fit and Flare Green Midi/Calf Length Dress,Cherimoda,Midi,1499,419,3.9,27,https://www.flipkart.com/cherimoda-women-fit-flare-green-midi-calf-length-dress/p/itm3804430f1c679
Women Fit and Flare Blue Midi/Calf Length Dress,Punky,Midi,1999,499,3.7,1,https://www.flipkart.com/punky-women-fit-flare-blue-midi-calf-length-dress/p/itm2bb19785eb080
Women Fit and Flare Multicolor Midi/Calf Length Dress,Asifarheen,Midi,1999,389,4.1,124,https://www.flipkart.com/asifarheen-women-fit-flare-multicolor-midi-calf-length-dress/p/itm24169b9dc232d
Women Fit and Flare Purple Midi/Calf Length Dress,Aask,Midi,2499,691,3.9,150,https://www.flipkart.com/aask-women-fit-flare-purple-midi-calf-length-dress/p/itmfbebffa690a34
"Women Fit and Flare Dark Blue, Blue, Beige Midi/Calf Length Dress",Surgiline,Midi,999,299,3.8,6,https://www.flipkart.com/surgiline-women-fit-flare-dark-blue-beige-maxi-full-length-dress/p/itmc6b08d1cf8ec6
Women Fit and Flare Blue Midi/Calf Length Dress,Indibelle,Midi,2599,642,4.1,149,https://www.flipkart.com/indibelle-women-fit-flare-blue-midi-calf-length-dress/p/itm03359b3459967
Women Fit and Flare Maroon Midi/Calf Length Dress,Tivante,Midi,1999,401,3.9,0,https://www.flipkart.com/tivante-women-fit-flare-maroon-midi-calf-length-dress/p/itmc17e341c04363
Women Fit and Flare Blue Midi/Calf Length Dress,Fbella,Midi,2199,826,4.2,9,https://www.flipkart.com/fbella-women-fit-flare-blue-midi-calf-length-dress/p/itm9c68044faccc9
Women Fit and Flare Multicolor Mini/Short Dress,Tokyo Talkies,Fit and Flare,1299,519,3.2,0,https://www.flipkart.com/tokyo-talkies-women-fit-flare-multicolor-mini-short-dress/p/itmc043b7fa78456
Women Bodycon Beige Midi/Calf Length Dress,Sassafras,Midi,1799,683,4.3,31,https://www.flipkart.com/sassafras-women-bodycon-beige-midi-calf-length-dress/p/itm8228d87e5a2cd
Women Fit and Flare Maroon Below Knee Dress,Buy unique Fashion,Fit and Flare,1299,292,3.6,36,https://www.flipkart.com/buyuniquefashion-women-fit-flare-maroon-below-knee-dress/p/itm71be146fb32ca
Women A-line Pink Below Knee Dress,Tokyo Talkies,A-line,2199,719,4.1,3,https://www.flipkart.com/tokyo-talkies-women-a-line-pink-below-knee-dress/p/itma20cf96efd4c0
Women Bodycon Light Blue Above Knee/Mid Thigh Length Dress,Herway,Bodycon,2599,458,0,0,https://www.flipkart.com/aayu-women-bodycon-light-blue-above-knee-mid-thigh-length-dress/p/itmefbbaf70ba094
Women A-line Red Below Knee Dress,Herway,A-line,1999,500,0,0,https://www.flipkart.com/herway-women-a-line-red-below-knee-dress/p/itm74d60554500b0
Women Bodycon Black Maxi/Full Length Dress,Traquila,Maxi,2499,358,4.1,2,https://www.flipkart.com/traquila-women-bodycon-black-maxi-full-length-dress/p/itmc882191ec40fe
Women A-line Black Above Knee/Mid Thigh Length Dress,Sassafras,A-line,1999,719,4.1,307,https://www.flipkart.com/sassafras-women-a-line-black-above-knee-mid-thigh-length-dress/p/itm3cbb06b3820e2
Women A-line Black Above Knee/Mid Thigh Length Dress,Tokyo Talkies,A-line,1999,500,3.6,16,https://www.flipkart.com/tokyo-talkies-women-a-line-black-above-knee-mid-thigh-length-dress/p/itmcdac05b701e45
